Raga Name Raw,Raga Name,AAROHANAM,AVAROHANAM,Melakarta,Melakarta Name,path,avro_path,pali,value,raaga,Raga_Rank
Kātyāyani,Kātyāyani,S R2 G2 P D1 S,S D1 P G2 R2 S,0.0,Natabhairavi,S-R2-G2-P-D1-S,S-D1-P-G2-R2-S,True,1,Kātyāyani,20.0
Kanakavasantham,Kanakavasantham,S G2 M1 P N2 D1 S,S N2 D1 P M1 G2 R2 S,0.0,Natabhairavi,S-G2-M1-P-N2-D1-S,S-N2-D1-P-M1-G2-R2-S,False,1,Kanakavasantham,20.0
Mānji,Mānji,S R2 G2 M1 P D2 N2 S,S N2 D1 P M1 P M1 P G2 R2 S,0.0,Natabhairavi,S-R2-G2-M1-P-D2-N2-S,S-N2-D1-P-M1-P-M1-P-G2-R2-S,False,1,Mānji,20.0
Mahati cf. Mela 28&43 (Mahathi),Mahati cf. Mela 28&43 (Mahathi),S G2 P D1 N2 S,S N2 P G2 R2 S,0.0,Natabhairavi,S-G2-P-D1-N2-S,S-N2-P-G2-R2-S,False,1,Mahati cf. Mela 28&43 (Mahathi),20.0
mArgahindOLaM,mArgahindOLaM,S R2 G2 M1 P D2 N2 S,S N2 D2 P M1 G2 S,0.0,Natabhairavi,S-R2-G2-M1-P-D2-N2-S,S-N2-D2-P-M1-G2-S,False,1,mArgahindOLaM,20.0
Nāgagāndhāri,Nāgagāndhāri,S R2 M1 G2 M1 P D1 N2 S,S N2 D1 P M1 G2 R2 S,0.0,Natabhairavi,S-R2-M1-G2-M1-P-D1-N2-S,S-N2-D1-P-M1-G2-R2-S,False,1,Nāgagāndhāri,20.0
Navarathna Vilāsam,Navarathna Vilāsam,S R2 G2 M1 P D1 P S,S D1 P M1 G2 M1 R2 S,0.0,Natabhairavi,S-R2-G2-M1-P-D1-P-S,S-D1-P-M1-G2-M1-R2-S,False,1,Navarathna Vilāsam,20.0
Nīlamati,Nīlamati,S G2 M1 P D1 N2 S,S N2 D1 M1 G2 S,0.0,Natabhairavi,S-G2-M1-P-D1-N2-S,S-N2-D1-M1-G2-S,False,1,Nīlamati,20.0
Nīlaveni,Nīlaveni,S R2 G2 M1 P D1 N2 D1 S,S D1 P M1 G2 R2 S,0.0,Natabhairavi,S-R2-G2-M1-P-D1-N2-D1-S,S-D1-P-M1-G2-R2-S,False,1,Nīlaveni,20.0
Poornashađjam,Poornashađjam,S R2 G2 M1 N2 N2 S,S N2 P M1 G2 R2 S,0.0,Natabhairavi,S-R2-G2-M1-N2-N2-S,S-N2-P-M1-G2-R2-S,False,1,Poornashađjam,20.0
Rājarājeshwari,Rājarājeshwari,S R2 M1 P D1 S,S N2 D1 P M1 G2 R2 S,0.0,Natabhairavi,S-R2-M1-P-D1-S,S-N2-D1-P-M1-G2-R2-S,False,1,Rājarājeshwari,20.0
Sāramati,Sāramati,S R2 G2 M1 P D1 N2 S,S N2 D1 M1 G2 S,0.0,Natabhairavi,S-R2-G2-M1-P-D1-N2-S,S-N2-D1-M1-G2-S,False,1,Sāramati,20.0
Sāranga Kāpi,Sāranga Kāpi,S R1 P M1 R1 P R1 M1 P N2 S,S N2 D1 P M1 G2 R1 S,0.0,Natabhairavi,S-R1-P-M1-R1-P-R1-M1-P-N2-S,S-N2-D1-P-M1-G2-R1-S,False,1,Sāranga Kāpi,20.0
Sharadapriya,Sharadapriya,S R2 G2 P N2 S,S N2 P G2 R2 S,0.0,Natabhairavi,S-R2-G2-P-N2-S,S-N2-P-G2-R2-S,True,1,Sharadapriya,20.0
Shree Navarasachandrika,Shree Navarasachandrika,S R2 G2 M1 P D1 S,S D1 P M1 G2 R2 S,0.0,Natabhairavi,S-R2-G2-M1-P-D1-S,S-D1-P-M1-G2-R2-S,True,1,Shree Navarasachandrika,20.0
Sindhu Dhanyāsi,Sindhu Dhanyāsi,S G2 M1 P N2 S,S N2 D1 M1 P M1 G2 R2 S,0.0,Natabhairavi,S-G2-M1-P-N2-S,S-N2-D1-M1-P-M1-G2-R2-S,False,1,Sindhu Dhanyāsi,20.0
Shuddha Desi,Shuddha Desi,S R2 G2 R2 M1 P D1 N2 S,S N2 D1 P M1 G2 R2 S,0.0,Natabhairavi,S-R2-G2-R2-M1-P-D1-N2-S,S-N2-D1-P-M1-G2-R2-S,False,1,Shuddha Desi,20.0
Shuddha Sālavi,Shuddha Sālavi,S G2 M1 P N2 S,S N2 P M1 R2 S,0.0,Natabhairavi,S-G2-M1-P-N2-S,S-N2-P-M1-R2-S,False,1,Shuddha Sālavi,20.0
Sukumāri,Sukumāri,S G2 M1 P N2 D1 N2 S,S N2 P M1 G2 M1 R2 S,0.0,Natabhairavi,S-G2-M1-P-N2-D1-N2-S,S-N2-P-M1-G2-M1-R2-S,False,1,Sukumāri,20.0
Sushama (Raga created by M. Balamuralikrishna),Sushama (Raga created by M. Balamuralikrishna),S R2 M1 P D1 S,S D1 P M1 R2 S,0.0,Natabhairavi,S-R2-M1-P-D1-S,S-D1-P-M1-R2-S,True,1,Sushama (Raga created by M. Balamuralikrishna),20.0
Sutradhāri,Sutradhāri,(Also 27) S R2 M1 P D1 S,S D1 P M1 R2 S,0.0,Natabhairavi,(Also 27) S-R2-M1-P-D1-S,S-D1-P-M1-R2-S,False,1,Sutradhāri,20.0
Tarkshika,Tarkshika,S R2 M1 P N2 S,S N2 D1 P M1 R2 G2 R2 S,0.0,Natabhairavi,S-R2-M1-P-N2-S,S-N2-D1-P-M1-R2-G2-R2-S,False,1,Tarkshika,20.0
Vasantavarāli,Vasantavarāli,S R2 M1 P D1 S,S N2 D1 P G2 R2 S,0.0,Natabhairavi,S-R2-M1-P-D1-S,S-N2-D1-P-G2-R2-S,False,1,Vasantavarāli,20.0
21 Kīravāṇi,Kīravāṇi,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,1.0,Kīravāṇi,S-R2-G2-M1-P-D1-N3-S,S-N3-D1-P-M1-G2-R2-S,True,1,Kīravāṇi,21.0
Keeranāvali,Keeranāvali,S R2 G2 M1 P D1 N3 S,S P M1 G2 R2 S,0.0,Kīravāṇi,S-R2-G2-M1-P-D1-N3-S,S-P-M1-G2-R2-S,False,1,Keeranāvali,21.0
Aymmukhan,Aymmukhan,S G2 M1 P D1 N3 S,S N3 D1 P M1 G2 S,0.0,Kīravāṇi,S-G2-M1-P-D1-N3-S,S-N3-D1-P-M1-G2-S,True,1,Aymmukhan,21.0
Bhānupriya,Bhānupriya,S R2 G2 D1 N3 S,S N3 D1 G2 R2 S,0.0,Kīravāṇi,S-R2-G2-D1-N3-S,S-N3-D1-G2-R2-S,True,1,Bhānupriya,21.0
Beethovanapriya (invented by Ramesh Vinayakam[5]),Beethovanapriya (invented by Ramesh Vinayakam[5]),G̣2 P̣ Ṇ3 S R2 G2 M1 P D1,P M2 P R2 M1 G2 S,0.0,Kīravāṇi,G̣2-P̣-Ṇ3-S-R2-G2-M1-P-D1,P-M2-P-R2-M1-G2-S,False,1,Beethovanapriya (invented by Ramesh Vinayakam[5]),21.0
Chandrika,Chandrika,S R2 G2 P D1 N3 S,S N3 D1 P G2 R2 S,0.0,Kīravāṇi,S-R2-G2-P-D1-N3-S,S-N3-D1-P-G2-R2-S,True,1,Chandrika,21.0
Gaganabhoopālam,Gaganabhoopālam,S M1 G2 M1 P D1 N3,S N3 D1 M1 G2 R2 S,0.0,Kīravāṇi,S-M1-G2-M1-P-D1-N3,S-N3-D1-M1-G2-R2-S,False,1,Gaganabhoopālam,21.0
Hamsapancama,Hamsapancama,S G2 M1 P N3 D1 N3 P S,S N3 D1 M1 G2 R2 S,0.0,Kīravāṇi,S-G2-M1-P-N3-D1-N3-P-S,S-N3-D1-M1-G2-R2-S,False,1,Hamsapancama,21.0
Hamsavāhini,Hamsavāhini,S R2 M1 P D1 N3 S,S N3 D1 P M1 R2 S,0.0,Kīravāṇi,S-R2-M1-P-D1-N3-S,S-N3-D1-P-M1-R2-S,True,1,Hamsavāhini,21.0
Jayashree,Jayashree,S R2 G2 M1 P D1 N3 D1 S,S N3 D1 P M1 G2 R2 S,0.0,Kīravāṇi,S-R2-G2-M1-P-D1-N3-D1-S,S-N3-D1-P-M1-G2-R2-S,False,1,Jayashree,21.0
"Kadaram (Chandrakosh, Chandrakauns, Chandrakaush)","Kadaram (Chandrakosh, Chandrakauns, Chandrakaush)",S G2 M1 D1 N3 S,S N3 D1 M1 G2 S,0.0,Kīravāṇi,S-G2-M1-D1-N3-S,S-N3-D1-M1-G2-S,True,1,"Kadaram (Chandrakosh, Chandrakauns, Chandrakaush)",21.0
Kalyāna Vasantam,Kalyāna Vasantam,S G2 M1 D1 N3 S,S N3 D1 P M1 G2 R2 S,0.0,Kīravāṇi,S-G2-M1-D1-N3-S,S-N3-D1-P-M1-G2-R2-S,False,1,Kalyāna Vasantam,21.0
Kusumāvali,Kusumāvali,S G2 M1 P D1 S,S N3 D1 P M1 G2 M1 R1 S,0.0,Kīravāṇi,S-G2-M1-P-D1-S,S-N3-D1-P-M1-G2-M1-R1-S,False,1,Kusumāvali,21.0
Mādhavi,Mādhavi,S M1 G2 M1 P D1 N3 S,S N3 D1 P M1 S M1 G2 R1 S,0.0,Kīravāṇi,S-M1-G2-M1-P-D1-N3-S,S-N3-D1-P-M1-S-M1-G2-R1-S,False,1,Mādhavi,21.0
Mishramanolayam,Mishramanolayam,S R2 M1 P D1 S,S D2 D1 P M1 R2 S,0.0,Kīravāṇi,S-R2-M1-P-D1-S,S-D2-D1-P-M1-R2-S,False,1,Mishramanolayam,21.0
Priyadarshani,Priyadarshani,S R2 M1 D1 N3 S,S N3 D1 M1 R2 S,0.0,Kīravāṇi,S-R2-M1-D1-N3-S,S-N3-D1-M1-R2-S,True,1,Priyadarshani,21.0
Rishipriya,Rishipriya,S R2 G2 M1 P D1 N3 S,S N3 P M1 G2 R2 S,0.0,Kīravāṇi,S-R2-G2-M1-P-D1-N3-S,S-N3-P-M1-G2-R2-S,False,1,Rishipriya,21.0
Shrothasvini,Shrothasvini,S G2 M1 P N3 S,S N3 P M1 G2 S,0.0,Kīravāṇi,S-G2-M1-P-N3-S,S-N3-P-M1-G2-S,True,1,Shrothasvini,21.0
Vasanthamanohari,Vasanthamanohari,S R2 G2 M1 D1 N3 S,S N3 D1 M1 G2 R2 S,0.0,Kīravāṇi,S-R2-G2-M1-D1-N3-S,S-N3-D1-M1-G2-R2-S,True,1,Vasanthamanohari,21.0
22 Kharaharapriyā,Kharaharapriyā,S R2 G2 M1 P D2 N2 S,S N2 D2 P M1 G2 R2 S,1.0,Kharaharapriyā,S-R2-G2-M1-P-D2-N2-S,S-N2-D2-P-M1-G2-R2-S,True,1,Kharaharapriyā,22.0
Shree,Shree,S R2 M1 P N2 S,S N2 P D2 N2 P M1 R2 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-N2-S,S-N2-P-D2-N2-P-M1-R2-G2-R2-S,False,1,Shree,22.0
Andolikā,Andolikā,S R2 M1 P N2 S,S N2 D2 M1 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-N2-S,S-N2-D2-M1-R2-S,False,1,Andolikā,22.0
Abheri,Abheri,S G2 M1 P N2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-N2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Abheri,22.0
Abhogi,Abhogi,S R2 G2 M1 D2 S,S D2 M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-D2-S,S-D2-M1-G2-R2-S,True,1,Abhogi,22.0
Ādi Kāpi,Ādi Kāpi,S R2 M1 G2 M1 P D2 N2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-G2-M1-P-D2-N2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Ādi Kāpi,22.0
Āryamati,Āryamati,S R2 G2 P D2 S,S N2 D2 P D2 M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-P-D2-S,S-N2-D2-P-D2-M1-G2-R2-S,False,1,Āryamati,22.0
Agnikopa,Agnikopa,S G2 M1 P N2 S,S N2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-N2-S,S-N2-P-M1-G2-R2-S,False,1,Agnikopa,22.0
Bālachandrika,Bālachandrika,S G2 M1 P D2 N2 S,S N2 D2 M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-D2-N2-S,S-N2-D2-M1-G2-R2-S,False,1,Bālachandrika,22.0
Bageshri,Bageshri,S G2 M1 D2 N2 S,S N2 D2 M1 P D2 G2 M1 R2 S,0.0,Kharaharapriyā,S-G2-M1-D2-N2-S,S-N2-D2-M1-P-D2-G2-M1-R2-S,False,1,Bageshri,22.0
Bhagavatapriya,Bhagavatapriya,S R2 G2 M1 P N2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-N2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Bhagavatapriya,22.0
Bhagavathpriya,Bhagavathpriya,S R2 G2 M1 R2 M1 P D2 N2 S,S N2 D2 P M1 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-R2-M1-P-D2-N2-S,S-N2-D2-P-M1-R2-S,False,1,Bhagavathpriya,22.0
Chakrapradipta,Chakrapradipta,S R2 G2 M1 P M1 D2 N2 S,S N2 D2 M1 G2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-M1-D2-N2-S,S-N2-D2-M1-G2-S,False,1,Chakrapradipta,22.0
Chittaranjani,Chittaranjani,S R2 G2 M1 P D2 N2,N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-D2-N2,N2-D2-P-M1-G2-R2-S,True,1,Chittaranjani,22.0
Darbar,Darbar,S R2 M1 P D2 N2 S,R2 S N2 S D2 P M1 R2 G2 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-D2-N2-S,R2-S-N2-S-D2-P-M1-R2-G2-G2-R2-S,False,1,Darbar,22.0
Dayavati,Dayavati,S R2 G2 P N2 S,S N2 P M1 G2 S,0.0,Kharaharapriyā,S-R2-G2-P-N2-S,S-N2-P-M1-G2-S,False,1,Dayavati,22.0
Devāmruthavarshani,Devāmruthavarshani,S R2 G2 M1 N2 D2 N2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-N2-D2-N2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Devāmruthavarshani,22.0
Deva Manohari,Deva Manohari,S R2 M1 P D2 N2 S,S N2 D2 N2 P M1 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-D2-N2-S,S-N2-D2-N2-P-M1-R2-S,False,1,Deva Manohari,22.0
Dhanakāpi,Dhanakāpi,S R2 M1 P N2 S (Varies),S N2 D2 N2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-N2-S (Varies),S-N2-D2-N2-P-M1-G2-R2-S,False,1,Dhanakāpi,22.0
Dilipika,Dilipika,S R2 G2 M1 P N2 D2 N2 P D2 N2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-N2-D2-N2-P-D2-N2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Dilipika,22.0
Gowla Kannada,Gowla Kannada,S R2 G2 M1 P D2 N2 S,S N2 P M1 G2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-D2-N2-S,S-N2-P-M1-G2-S,False,1,Gowla Kannada,22.0
Hamsa ābheri,Hamsa ābheri,S G2 P M1 P N2 S,S N2 D2 P M1 G2 S,0.0,Kharaharapriyā,S-G2-P-M1-P-N2-S,S-N2-D2-P-M1-G2-S,False,1,Hamsa ābheri,22.0
Haridasapriya,Haridasapriya,S P M1 G3 M1 P N2 S,S N2 D2 N2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-P-M1-G3-M1-P-N2-S,S-N2-D2-N2-P-M1-G2-R2-S,False,1,Haridasapriya,22.0
Harinārāyani,Harinārāyani,S R2 G2 M1 P M1 D2 N2 S,S N2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-M1-D2-N2-S,S-N2-P-M1-G2-R2-S,False,1,Harinārāyani,22.0
Hindustāni Kāpi,Hindustāni Kāpi,S R2 M1 P N2 S,S N2 D2 N2 P M1 G2 M1 D2 P G2 R2 S N2 S (Anya swara* : G3 D1 N3),0.0,Kharaharapriyā,S-R2-M1-P-N2-S,S-N2-D2-N2-P-M1-G2-M1-D2-P-G2-R2-S-N2-S,False,1,Hindustāni Kāpi,22.0
Huseni,Huseni,S R2 G2 M1 P N2 D2 N2 S,S N2 D1 P M1 G2 R2 S (Anya swara* : D1),0.0,Kharaharapriyā,S-R2-G2-M1-P-N2-D2-N2-S,S-N2-D1-P-M1-G2-R2-S,False,1,Huseni,22.0
Jatādhāri,Jatādhāri,S R2 M1 P D2 N2 S,S N2 D2 P M1 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-D2-N2-S,S-N2-D2-P-M1-R2-S,True,1,Jatādhāri,22.0
Jayamanohari,Jayamanohari,S R2 G2 M1 D2 S,S N2 D2 M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-D2-S,S-N2-D2-M1-G2-R2-S,False,1,Jayamanohari,22.0
Jayanārāyani,Jayanārāyani,S R2 G2 M1 P D2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-D2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Jayanārāyani,22.0
Jayanthasena,Jayanthasena,S G2 M1 P D2 S,S N2 D2 P M1 G2 S,0.0,Kharaharapriyā,S-G2-M1-P-D2-S,S-N2-D2-P-M1-G2-S,False,1,Jayanthasena,22.0
Kanadā,Kanadā,S R2 G2 M1 D2 N2 S,S N2 P M1 G2 M1 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-D2-N2-S,S-N2-P-M1-G2-M1-R2-S,False,1,Kanadā,22.0
Kāpi,Kāpi,S R2 M1 P N3 S,S N2 D2 N2 P M1 G2 R2 S (Anya swara* : G3 D1 N3),0.0,Kharaharapriyā,S-R2-M1-P-N3-S,S-N2-D2-N2-P-M1-G2-R2-S,False,1,Kāpi,22.0
Kāpijingala,Kāpijingala,S N2 S R2 G2 M1,M1 G2 R2 S N2 D2 N2 S,0.0,Kharaharapriyā,S-N2-S-R2-G2-M1,M1-G2-R2-S-N2-D2-N2-S,False,1,Kāpijingala,22.0
Kalānidhi,Kalānidhi,S R2 G2 M1 S P M1 D2 N2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-S-P-M1-D2-N2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Kalānidhi,22.0
Kalika,Kalika,S R2 G2 P D2 N2 S,S N2 D2 P G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-P-D2-N2-S,S-N2-D2-P-G2-R2-S,True,1,Kalika,22.0
Kannadagowla,Kannadagowla,S R2 G2 M1 P N2 S,S N2 D2 P M1 G2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-N2-S,S-N2-D2-P-M1-G2-S,False,1,Kannadagowla,22.0
Karnātaka Hindolam,Karnātaka Hindolam,S G2 M1 D2 N2 S,S N2 D2 M1 G2 S,0.0,Kharaharapriyā,S-G2-M1-D2-N2-S,S-N2-D2-M1-G2-S,True,1,Karnātaka Hindolam,22.0
Karnaranjani,Karnaranjani,S R2 G2 M1 G2 P D2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-G2-P-D2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Karnaranjani,22.0
Kowmodaki,Kowmodaki,S R2 G2 M1 P D2 N2 S,S D2 P G2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-D2-N2-S,S-D2-P-G2-S,False,1,Kowmodaki,22.0
Kowshika,Kowshika,S G2 M1 D2 N2 S,S N2 D2 M1 G2 M1 R2 S,0.0,Kharaharapriyā,S-G2-M1-D2-N2-S,S-N2-D2-M1-G2-M1-R2-S,False,1,Kowshika,22.0
Lalitamanohari,Lalitamanohari,S G2 M1 P D2 N2 S,S N2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-D2-N2-S,S-N2-P-M1-G2-R2-S,False,1,Lalitamanohari,22.0
Mādhavamanohari,Mādhavamanohari,S R2 G2 M1 P N2 D2 N2 S,S N2 D2 M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-N2-D2-N2-S,S-N2-D2-M1-G2-R2-S,False,1,Mādhavamanohari,22.0
Mālavashree,Mālavashree,S G2 M1 P N2 D2 N2 P D2 N2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-N2-D2-N2-P-D2-N2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Mālavashree,22.0
Māyapradeeptam,Māyapradeeptam,S M1 G2 M1 P D2 N2 S,S D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-M1-G2-M1-P-D2-N2-S,S-D2-P-M1-G2-R2-S,False,1,Māyapradeeptam,22.0
Madhyamāvathi,Madhyamāvathi,S R2 M1 P N2 S,S N2 P M1 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-N2-S,S-N2-P-M1-R2-S,True,1,Madhyamāvathi,22.0
Mahānandhi,Mahānandhi,S R2 G2 P D2 S,S D2 P G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-P-D2-S,S-D2-P-G2-R2-S,True,1,Mahānandhi,22.0
Mandāmari,Mandāmari,S R2 M1 P D2 S,S N2 S D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-D2-S,S-N2-S-D2-P-M1-G2-R2-S,False,1,Mandāmari,22.0
Mangalāvathi,Mangalāvathi,S R2 M1 P D2 S,S D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-D2-S,S-D2-P-M1-G2-R2-S,False,1,Mangalāvathi,22.0
Manirangu,Manirangu,S R2 M1 P N2 S,S N2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-N2-S,S-N2-P-M1-G2-R2-S,False,1,Manirangu,22.0
Manjari,Manjari,S G2 R2 G2 M1 P N2 D2 N2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-R2-G2-M1-P-N2-D2-N2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Manjari,22.0
Manohari,Manohari,S G2 R2 G2 M1 P D2 S,S D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-R2-G2-M1-P-D2-S,S-D2-P-M1-G2-R2-S,False,1,Manohari,22.0
Manorama,Manorama,S R2 G2 M1 P D1 P S,S N2 D1 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-D1-P-S,S-N2-D1-P-M1-G2-R2-S,False,1,Manorama,22.0
Maruvadhanyāsi,Maruvadhanyāsi,S G2 M1 P D2 S,S N2 D2 P M1 D2 M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-D2-S,S-N2-D2-P-M1-D2-M1-G2-R2-S,False,1,Maruvadhanyāsi,22.0
Mishra shivaranjani,Mishra shivaranjani,S R2 G2 P D2 S,S D2 P G2 R2 S (Anya swara* : R1 G3 M1 M2 D1 N2 N3),0.0,Kharaharapriyā,S-R2-G2-P-D2-S,S-D2-P-G2-R2-S,True,1,Mishra shivaranjani,22.0
Mukhāri,Mukhāri,S R2 M1 P N2 D2 S,S N2 D1 P M1 G2 R2 S (Anya swara* : D1),0.0,Kharaharapriyā,S-R2-M1-P-N2-D2-S,S-N2-D1-P-M1-G2-R2-S,False,1,Mukhāri,22.0
Nādatārangini,Nādatārangini,S P M1 R2 G2 S,S P N2 D2 P M1 G2 R2 G2 S,0.0,Kharaharapriyā,S-P-M1-R2-G2-S,S-P-N2-D2-P-M1-G2-R2-G2-S,False,1,Nādatārangini,22.0
Nādavarangini,Nādavarangini,S P M1 N2 D2 N2 S,S P N2 D2 P M1 G2 R2 G2 S,0.0,Kharaharapriyā,S-P-M1-N2-D2-N2-S,S-P-N2-D2-P-M1-G2-R2-G2-S,False,1,Nādavarangini,22.0
Nāgari,Nāgari,S R2 M1 P D2 N2 S,S N2 D2 P M1 G2 S,0.0,Kharaharapriyā,S-R2-M1-P-D2-N2-S,S-N2-D2-P-M1-G2-S,False,1,Nāgari,22.0
Nāgavalli,Nāgavalli,S R2 M1 D2 N2 S,S N2 D2 M1 R2 S,0.0,Kharaharapriyā,S-R2-M1-D2-N2-S,S-N2-D2-M1-R2-S,True,1,Nāgavalli,22.0
Nāyaki,Nāyaki,S R2 M1 P D2 N2 D2 P S,S N2 D2 P M1 R2 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-D2-N2-D2-P-S,S-N2-D2-P-M1-R2-G2-R2-S,False,1,Nāyaki,22.0
Nigamagāmini,Nigamagāmini,M1 G2 S G2 M1 N2 S,S N2 M1 G2 M1 G2 S,0.0,Kharaharapriyā,M1-G2-S-G2-M1-N2-S,S-N2-M1-G2-M1-G2-S,False,1,Nigamagāmini,22.0
Omkāri,Omkāri,S R2 G2 M1 P D2 S,S D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-D2-S,S-D2-P-M1-G2-R2-S,True,1,Omkāri,22.0
Panchamam,Panchamam,S R2 D2 P N2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-D2-P-N2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Panchamam,22.0
Phalamanjari,Phalamanjari,S G2 M1 D2 S,S N2 D2 P M1 G2 M1 R2 S,0.0,Kharaharapriyā,S-G2-M1-D2-S,S-N2-D2-P-M1-G2-M1-R2-S,False,1,Phalamanjari,22.0
Phalaranjani,Phalaranjani,S G2 M1 P M1 D2 S,S N2 D2 P M1 G2 M1 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-M1-D2-S,S-N2-D2-P-M1-G2-M1-R2-S,False,1,Phalaranjani,22.0
Poornakalānidhi,Poornakalānidhi,S G2 M1 P D2 N2 S,S D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-D2-N2-S,S-D2-P-M1-G2-R2-S,False,1,Poornakalānidhi,22.0
Pushpalathika,Pushpalathika,S R2 G2 M1 P N2 S,S N2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-N2-S,S-N2-P-M1-G2-R2-S,True,1,Pushpalathika,22.0
Reethigowla,Reethigowla,S G2 R2 G2 M1 N2 D2 M1 N2 N2 S,S N2 D2 M1 G2 M1 P M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-R2-G2-M1-N2-D2-M1-N2-N2-S,S-N2-D2-M1-G2-M1-P-M1-G2-R2-S,False,1,Reethigowla,22.0
Rudrapriyā,Rudrapriyā,S R2 G2 M1 P D2 N2 S,S N2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-D2-N2-S,S-N2-P-M1-G2-R2-S,False,1,Rudrapriyā,22.0
Sahāna (Original),Sahāna (Original),S R2 G2 M1 P M1 D2 N2 S,S N2 D2 P M1 G2 G2 R2 G2 R2 S (Anya swara* : G3),0.0,Kharaharapriyā,S-R2-G2-M1-P-M1-D2-N2-S,S-N2-D2-P-M1-G2-G2-R2-G2-R2-S,False,1,Sahāna (Original),22.0
Sālagabhairavi,Sālagabhairavi,S R2 M1 P D2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-D2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Sālagabhairavi,22.0
