Raga Name Raw,Raga Name,AAROHANAM,AVAROHANAM,Melakarta,Melakarta Name,path,avro_path,pali,value,raaga,Raga_Rank
1 Kanakāngi (Janaka raga),Kanakāngi (Janaka raga),S R1 G1 M1 P D1 N1 S,S N1 D1 P M1 G1 R1 S,1.0,Kanakāngi (Janaka raga),S-R1-G1-M1-P-D1-N1-S,S-N1-D1-P-M1-G1-R1-S,True,1,Kanakāngi (Janaka raga),1.0
Kanakāmbari,Kanakāmbari,S R1 M1 P D1 S,S N1 D1 P M1 G1 R1 S,0.0,Kanakāngi (Janaka raga),S-R1-M1-P-D1-S,S-N1-D1-P-M1-G1-R1-S,False,1,Kanakāmbari,1.0
Kanakatodi,Kanakatodi,S R1 G1 M1 P D1 S,S N1 D1 P M1 R1 S,0.0,Kanakāngi (Janaka raga),S-R1-G1-M1-P-D1-S,S-N1-D1-P-M1-R1-S,False,1,Kanakatodi,1.0
Mādhavapriyā,Mādhavapriyā,S R1 G1 P D1 N1 S,S N1 D1 P G1 R1 S,0.0,Kanakāngi (Janaka raga),S-R1-G1-P-D1-N1-S,S-N1-D1-P-G1-R1-S,True,1,Mādhavapriyā,1.0
Karnātaka Shuddha Sāveri,Karnātaka Shuddha Sāveri,S R1 M1 P D1 S,S D1 P M1 R1 S,0.0,Kanakāngi (Janaka raga),S-R1-M1-P-D1-S,S-D1-P-M1-R1-S,True,1,Karnātaka Shuddha Sāveri,1.0
Latantapriya,Latantapriya,S R1 G1 M1 P D1 S,S D1 P M1 R1 S,0.0,Kanakāngi (Janaka raga),S-R1-G1-M1-P-D1-S,S-D1-P-M1-R1-S,False,1,Latantapriya,1.0
Lavangi (Raga created by M. Balamuralikrishna),Lavangi (Raga created by M. Balamuralikrishna),S R1 M1 D1 S,S D1 M1 R1 S,0.0,Kanakāngi (Janaka raga),S-R1-M1-D1-S,S-D1-M1-R1-S,True,1,Lavangi (Raga created by M. Balamuralikrishna),1.0
Megha,Megha,S R1 M1 P D1 N1 D1 P S,S N1 D1 P M1 R1 S,0.0,Kanakāngi (Janaka raga),S-R1-M1-P-D1-N1-D1-P-S,S-N1-D1-P-M1-R1-S,False,1,Megha,1.0
Rishabhavilāsa,Rishabhavilāsa,S R1 M1 P D1 S,S D1 P M1 R1 M1 R1 S,0.0,Kanakāngi (Janaka raga),S-R1-M1-P-D1-S,S-D1-P-M1-R1-M1-R1-S,False,1,Rishabhavilāsa,1.0
Sarvashree,Sarvashree,S M1 P S,S P M1 S,0.0,Kanakāngi (Janaka raga),S-M1-P-S,S-P-M1-S,True,1,Sarvashree,1.0
Vāgeeshwari,Vāgeeshwari,S R1 G1 M1 P D1 S,S D1 M1 P G1 R1 S,0.0,Kanakāngi (Janaka raga),S-R1-G1-M1-P-D1-S,S-D1-M1-P-G1-R1-S,False,1,Vāgeeshwari,1.0
2 Ratnāngi,Ratnāngi,S R1 G1 M1 P D1 N2 S,S N2 D1 P M1 G1 R1 S,1.0,Ratnāngi,S-R1-G1-M1-P-D1-N2-S,S-N2-D1-P-M1-G1-R1-S,True,1,Ratnāngi,2.0
Phenadhyuti,Phenadhyuti,S R1 M1 P D1 P N2 S,S N2 D1 P M1 G1 R1 S,0.0,Ratnāngi,S-R1-M1-P-D1-P-N2-S,S-N2-D1-P-M1-G1-R1-S,False,1,Phenadhyuti,2.0
Ganamukhāri,Ganamukhāri,S R1 M1 D1 S,S N2 D1 M1 R1 S,0.0,Ratnāngi,S-R1-M1-D1-S,S-N2-D1-M1-R1-S,False,1,Ganamukhāri,2.0
Ratnavarāli,Ratnavarāli,S R1 M1 P N2 D1 S,S N2 P M1 R1 G1 R1 S,0.0,Ratnāngi,S-R1-M1-P-N2-D1-S,S-N2-P-M1-R1-G1-R1-S,False,1,Ratnavarāli,2.0
Revati,Revati,S R1 M1 P N2 S,S N2 P M1 R1 S,0.0,Ratnāngi,S-R1-M1-P-N2-S,S-N2-P-M1-R1-S,True,1,Revati,2.0
Shreemani,Shreemani,S R1 G1 P D1 S,S N2 D1 P G1 R1 S,0.0,Ratnāngi,S-R1-G1-P-D1-S,S-N2-D1-P-G1-R1-S,False,1,Shreemani,2.0
Svadhya,Svadhya,S R1 M1 P N2 S,S N2 D1 P M1 R1 S,0.0,Ratnāngi,S-R1-M1-P-N2-S,S-N2-D1-P-M1-R1-S,False,1,Svadhya,2.0
3 Gānamūrti,Gānamūrti,S R1 G1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,1.0,Gānamūrti,S-R1-G1-M1-P-D1-N3-S,S-N3-D1-P-M1-G1-R1-S,True,1,Gānamūrti,3.0
Gānasāmavarāli,Gānasāmavarāli,S R1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,0.0,Gānamūrti,S-R1-M1-P-D1-N3-S,S-N3-D1-P-M1-G1-R1-S,False,1,Gānasāmavarāli,3.0
Nādharanjani,Nādharanjani,S R1 M1 D1 N3 S,S N3 D1 M1 G1 R1 S,0.0,Gānamūrti,S-R1-M1-D1-N3-S,S-N3-D1-M1-G1-R1-S,False,1,Nādharanjani,3.0
Poorvavarāli,Poorvavarāli,S R1 M1 P D1 S,S N3 D1 P M1 G1 R1 S,0.0,Gānamūrti,S-R1-M1-P-D1-S,S-N3-D1-P-M1-G1-R1-S,False,1,Poorvavarāli,3.0
Sāmavarāli,Sāmavarāli,S R1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 G1 S,0.0,Gānamūrti,S-R1-M1-P-D1-N3-S,S-N3-D1-P-M1-G1-R1-G1-S,False,1,Sāmavarāli,3.0
4 Vanaspati,Vanaspati,S R1 G1 M1 P D2 N2 S,S N2 D2 P M1 G1 R1 S,1.0,Vanaspati,S-R1-G1-M1-P-D2-N2-S,S-N2-D2-P-M1-G1-R1-S,True,1,Vanaspati,4.0
Bhānumati,Bhānumati,N2 S M1 P N2 S,S N2 D2 P M1 G2 R2 S,0.0,Vanaspati,N2-S-M1-P-N2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Bhānumati,4.0
Rasāli,Rasāli,S R1 M1 P D2 N2 S,S D2 P M1 R1 S,0.0,Vanaspati,S-R1-M1-P-D2-N2-S,S-D2-P-M1-R1-S,False,1,Rasāli,4.0
Vittalapriya,Vittalapriya,S R1 M1 P D2 S,S D2 P M1 R1 S,0.0,Vanaspati,S-R1-M1-P-D2-S,S-D2-P-M1-R1-S,True,1,Vittalapriya,4.0
5 Mānavati,Mānavati,S R1 G1 M1 P D2 N3 S,S N3 D2 P M1 G1 R1 S,1.0,Mānavati,S-R1-G1-M1-P-D2-N3-S,S-N3-D2-P-M1-G1-R1-S,True,1,Mānavati,5.0
Manoranjani,Manoranjani,S R1 M1 P D2 N3 S,S N3 D2 P M1 G1 R1 S,0.0,Mānavati,S-R1-M1-P-D2-N3-S,S-N3-D2-P-M1-G1-R1-S,False,1,Manoranjani,5.0
Ghanashyāmalā,Ghanashyāmalā,S G1 M1 P D2 S,S D2 N3 P M1 G1 R1 S,0.0,Mānavati,S-G1-M1-P-D2-S,S-D2-N3-P-M1-G1-R1-S,False,1,Ghanashyāmalā,5.0
Kunjari,Kunjari,S R1 M1 P D2 P S,S N3 D2 P M1 G1 R1 S,0.0,Mānavati,S-R1-M1-P-D2-P-S,S-N3-D2-P-M1-G1-R1-S,False,1,Kunjari,5.0
6 Tānarūpi,Tānarūpi,S R1 G1 M1 P D3 N3 S,S N3 D3 P M1 G1 R1 S,1.0,Tānarūpi,S-R1-G1-M1-P-D3-N3-S,S-N3-D3-P-M1-G1-R1-S,True,1,Tānarūpi,6.0
Tanukeerti,Tanukeerti,S R1 M1 P N3 S,S N3 D3 N3 P M1 G1 M1 R1 S,0.0,Tānarūpi,S-R1-M1-P-N3-S,S-N3-D3-N3-P-M1-G1-M1-R1-S,False,1,Tanukeerti,6.0
7 Senāvati,Senāvati,S R1 G2 M1 P D1 N1 S,S N1 D1 P M1 G2 R1 S,1.0,Senāvati,S-R1-G2-M1-P-D1-N1-S,S-N1-D1-P-M1-G2-R1-S,True,1,Senāvati,7.0
Senāgrani,Senāgrani,S R1 G2 R1 M1 G2 M1 P N1 D1 S,S N1 D1 P M1 G2 M1 G2 R1 S,0.0,Senāvati,S-R1-G2-R1-M1-G2-M1-P-N1-D1-S,S-N1-D1-P-M1-G2-M1-G2-R1-S,False,1,Senāgrani,7.0
Bhogi,Bhogi,S G2 M1 P D1 N1 D1 S,S N1 D1 P M1 G2 S,0.0,Senāvati,S-G2-M1-P-D1-N1-D1-S,S-N1-D1-P-M1-G2-S,False,1,Bhogi,7.0
Chitthakarshani,Chitthakarshani,S R1 G2 M1 D1 S,S D1 M1 G2 R1 S,0.0,Senāvati,S-R1-G2-M1-D1-S,S-D1-M1-G2-R1-S,True,1,Chitthakarshani,7.0
Navarasa Mālā,Navarasa Mālā,S R1 G2 M1 P D1 S,S N1 D1 P M1 R1 S,0.0,Senāvati,S-R1-G2-M1-P-D1-S,S-N1-D1-P-M1-R1-S,False,1,Navarasa Mālā,7.0
Sindhu Gowri,Sindhu Gowri,S R1 G2 M1 P D1 N1 S,S N1 D1 M1 G2 M1 R1 S,0.0,Senāvati,S-R1-G2-M1-P-D1-N1-S,S-N1-D1-M1-G2-M1-R1-S,False,1,Sindhu Gowri,7.0
8 Hanumatodi,Hanumatodi,S R1 G2 M1 P D1 N2 S,S N2 D1 P M1 G2 R1 S,1.0,Hanumatodi,S-R1-G2-M1-P-D1-N2-S,S-N2-D1-P-M1-G2-R1-S,True,1,Hanumatodi,8.0
Āhiri,Āhiri,S R1 S G3 M1 P D1 N2 S,S N2 D1 P M1 G3 R1 S (Anya swara* : R2 G2 / G3 D2 N3),0.0,Hanumatodi,S-R1-S-G3-M1-P-D1-N2-S,S-N2-D1-P-M1-G3-R1-S-(Anya swara*-:-R2-G2-/ G3-D2-N3),False,1,Āhiri,8.0
Amrita Dhanyāsi,Amrita Dhanyāsi,S R1 G2 M1 P N2 S,S N2 P M1 G2 R1 S,0.0,Hanumatodi,S-R1-G2-M1-P-N2-S,S-N2-P-M1-G2-R1-S,True,1,Amrita Dhanyāsi,8.0
Asāveri,Asāveri,S R1 M1 P D1 S,S N2 S P D1 M1 P R1 G2 R1 S (Anya swara* : R2),0.0,Hanumatodi,S-R1-M1-P-D1-S,S-N2-S-P-D1-M1-P-R1-G2-R1-S-(Anya swara*-: R2),False,1,Asāveri,8.0
Bhānuchandrika,Bhānuchandrika,S M1 D1 N2 S,S N2 D1 M1 G1 S,0.0,Hanumatodi,S-M1-D1-N2-S,S-N2-D1-M1-G1-S,False,1,Bhānuchandrika,8.0
Bhadratodi,Bhadratodi,S R1 G2 M1 D1 S,S N2 D1 P G2 S,0.0,Hanumatodi,S-R1-G2-M1-D1-S,S-N2-D1-P-G2-S,False,1,Bhadratodi,8.0
Bhoopālam,Bhoopālam,S R1 G2 P D1 S,S D1 P G2 R1 S,0.0,Hanumatodi,S-R1-G2-P-D1-S,S-D1-P-G2-R1-S,True,1,Bhoopālam,8.0
Chandrikatodi,Chandrikatodi,S G2 M1 P D1 S,S D1 P M1 G2 S,0.0,Hanumatodi,S-G2-M1-P-D1-S,S-D1-P-M1-G2-S,True,1,Chandrikatodi,8.0
Deshikatodi,Deshikatodi,S G2 M1 P D1 N2 S,S N2 D1 P M1 G2 R1 S,0.0,Hanumatodi,S-G2-M1-P-D1-N2-S,S-N2-D1-P-M1-G2-R1-S,False,1,Deshikatodi,8.0
Dhanyāsi,Dhanyāsi,S G2 M1 P N2 S,S N2 D1 P M1 G2 R1 S,0.0,Hanumatodi,S-G2-M1-P-N2-S,S-N2-D1-P-M1-G2-R1-S,False,1,Dhanyāsi,8.0
Divyamālati,Divyamālati,S G2 M1 P D1 N2 S,S N2 D1 P M1 G2 S,0.0,Hanumatodi,S-G2-M1-P-D1-N2-S,S-N2-D1-P-M1-G2-S,True,1,Divyamālati,8.0
Ghanta,Ghanta,S G2 R2 M1 P N2 S,S N2 D1 P M1 G2 R1 S (Anya swara* : R2 D2),0.0,Hanumatodi,S-G2-R2-M1-P-N2-S,S-N2-D1-P-M1-G2-R1-S-(Anya swara*-: R2-D2),False,1,Ghanta,8.0
Kalāsāveri,Kalāsāveri,S R1 G2 P N2 S,S N2 P G2 R1 S,0.0,Hanumatodi,S-R1-G2-P-N2-S,S-N2-P-G2-R1-S,True,1,Kalāsāveri,8.0
Kanakasāveri,Kanakasāveri,S R1 M1 P D1 S,S N2 D1 P M1 G2 R1 S,0.0,Hanumatodi,S-R1-M1-P-D1-S,S-N2-D1-P-M1-G2-R1-S,False,1,Kanakasāveri,8.0
Nāgavarāli,Nāgavarāli,S R1 G2 M1 P M1 D1 N2 S,S N2 D1 P M1 G2 R1 S,0.0,Hanumatodi,S-R1-G2-M1-P-M1-D1-N2-S,S-N2-D1-P-M1-G2-R1-S,False,1,Nāgavarāli,8.0
Punnāgatodi,Punnāgatodi,N1 S R1 G2 M1 P,P M1 G2 R1 S N2 D1,0.0,Hanumatodi,N1-S-R1-G2-M1-P,P-M1-G2-R1-S-N2-D1,False,1,Punnāgatodi,8.0
Punnagavarali,Punnagavarali,N2 S R1 G2 M1 P D1 N2,N2 D1 P M1 G2 R1 S N2 (Anya swara* : R2),0.0,Hanumatodi,N2-S-R1-G2-M1-P-D1-N2,N2-D1-P-M1-G2-R1-S-N2-(Anya swara*-: R2),False,1,Punnagavarali,8.0
Shuddha Seemantini,Shuddha Seemantini,S R1 G2 M1 P D1 S,S D1 P M1 G2 R1 S,0.0,Hanumatodi,S-R1-G2-M1-P-D1-S,S-D1-P-M1-G2-R1-S,True,1,Shuddha Seemantini,8.0
Shuddha Todi,Shuddha Todi,S R1 G2 M1 D1 N2 S,S N2 D1 M1 G2 R1 S,0.0,Hanumatodi,S-R1-G2-M1-D1-N2-S,S-N2-D1-M1-G2-R1-S,True,1,Shuddha Todi,8.0
Sindhubhairavi,Sindhubhairavi,S R2 G2 M1 G2 P D1 N2 S,N2 D1 P M1 G2 R1 S N2 S (Anya swara* : R2 G3 M2 D2 N3),0.0,Hanumatodi,S-R2-G2-M1-G2-P-D1-N2-S,N2-D1-P-M1-G2-R1-S-N2-S,False,1,Sindhubhairavi,8.0
Sri Mati,Sri Mati,S G2 R1 G2 M1 P D1 P D2* N2 S,S N2 D1 P M1 P M1 G2 R1 S,0.0,Hanumatodi,S G2 R1 G2 M1 P D1 P D2* N2 S,S N2 D1 P M1 P M1 G2 R1 S,False,1,Sri Mati,8.0
Swarnamalli,Swarnamalli,S G2 M1 P D1 N1 S,S N2 D1 P M1 G2 R1 S,0.0,Hanumatodi,S-G2-M1-P-D1-N1-S,S-N2-D1-P-M1-G2-R1-S,False,1,Swarnamalli,8.0
9 Dhenukā,Dhenukā,S R1 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R1 S,1.0,Dhenukā,S-R1-G2-M1-P-D1-N3-S,S-N3-D1-P-M1-G2-R1-S,True,1,Dhenukā,9.0
Dhunibhinnashadjam,Dhunibhinnashadjam,S R1 G2 R1 P M1 P N3 S,S D1 P M1 G2 R1 S,0.0,Dhenukā,S-R1-G2-R1-P-M1-P-N3-S,S-D1-P-M1-G2-R1-S,False,1,Dhunibhinnashadjam,9.0
Mohananāta,Mohananāta,S G2 M1 P D1 P M1 P N3 S,S N3 P D1 P M1 G2 S,0.0,Dhenukā,S-G2-M1-P-D1-P-M1-P-N3-S,S-N3-P-D1-P-M1-G2-S,False,1,Mohananāta,9.0
Udayaravichandrika,Udayaravichandrika,S G2 M1 P N2 S,S N2 P M1 G2 S,0.0,Dhenukā,S-G2-M1-P-N2-S,S-N2-P-M1-G2-S,True,1,Udayaravichandrika,9.0
Vasanthatodi,Vasanthatodi,S R1 G2 M1 D1 N3 S,S N3 D1 M1 R1 S,0.0,Dhenukā,S-R1-G2-M1-D1-N3-S,S-N3-D1-M1-R1-S,False,1,Vasanthatodi,9.0
10 Nātakapriyā,Nātakapriyā,S R1 G2 M1 P D2 N2 S,S N2 D2 P M1 G2 R1 S,1.0,Nātakapriyā,S-R1-G2-M1-P-D2-N2-S,S-N2-D2-P-M1-G2-R1-S,True,1,Nātakapriyā,10.0
Alankārapriya,Alankārapriya,S R1 G2 M1 D2 N2 S,S N2 D2 M1 G2 R1 S,0.0,Nātakapriyā,S-R1-G2-M1-D2-N2-S,S-N2-D2-M1-G2-R1-S,True,1,Alankārapriya,10.0
Deeparamu,Deeparamu,S R1 G2 M1 P D2 N2 S,S N2 D2 N2 P M1 G2 R1 S,0.0,Nātakapriyā,S-R1-G2-M1-P-D2-N2-S,S-N2-D2-N2-P-M1-G2-R1-S,False,1,Deeparamu,10.0
Hindoladeshikam,Hindoladeshikam,S M1 R1 G2 M1 P D2 N2 S,S P N2 D2 M1 G2 R1 S,0.0,Nātakapriyā,S-M1-R1-G2-M1-P-D2-N2-S,S-P-N2-D2-M1-G2-R1-S,False,1,Hindoladeshikam,10.0
Kanakadri,Kanakadri,S R1 G2 P D2 S,S N2 D2 P M1 G2 R1 S,0.0,Nātakapriyā,S-R1-G2-P-D2-S,S-N2-D2-P-M1-G2-R1-S,False,1,Kanakadri,10.0
Nātyadhārana,Nātyadhārana,S R1 M1 P D2 S,S N2 D2 P M1 R1 S,0.0,Nātakapriyā,S-R1-M1-P-D2-S,S-N2-D2-P-M1-R1-S,False,1,Nātyadhārana,10.0
Niranjana,Niranjana,S R1 G2 M1 P D2 S,S N2 D2 P M1 G2 R1 S,0.0,Nātakapriyā,S-R1-G2-M1-P-D2-S,S-N2-D2-P-M1-G2-R1-S,False,1,Niranjana,10.0
Shānthabhāshini,Shānthabhāshini,S R1 G2 M1 P D2 S,S N2 D2 P M1 S,0.0,Nātakapriyā,S-R1-G2-M1-P-D2-S,S-N2-D2-P-M1-S,False,1,Shānthabhāshini,10.0
Shivashakti,Shivashakti,S G2 M1 D2 S,S N2 D2 M1 G2 S,0.0,Nātakapriyā,S-G2-M1-D2-S,S-N2-D2-M1-G2-S,False,1,Shivashakti,10.0
11 Kokilapriyā,Kokilapriyā,S R1 G2 M1 P D2 N3 S,S N3 D2 P M1 G2 R1 S,1.0,Kokilapriyā,S-R1-G2-M1-P-D2-N3-S,S-N3-D2-P-M1-G2-R1-S,True,1,Kokilapriyā,11.0
Kokilāravam,Kokilāravam,S R1 M1 P D2 N3 S,S N3 D2 P M1 G2 R2 S,0.0,Kokilapriyā,S-R1-M1-P-D2-N3-S,S-N3-D2-P-M1-G2-R2-S,False,1,Kokilāravam,11.0
Bhimsen (Raga created by Mahesh Mahadev),Bhimsen (Raga created by Mahesh Mahadev),S G2 M1 P N3 S,S N3 D2 P M1 G2 R1 S,0.0,Kokilapriyā,S-G2-M1-P-N3-S,S-N3-D2-P-M1-G2-R1-S,False,1,Bhimsen (Raga created by Mahesh Mahadev),11.0
Chitramani,Chitramani,S R1 M1 P D2 N3 S,S N3 D2 P M1 G2 R1 S,0.0,Kokilapriyā,S-R1-M1-P-D2-N3-S,S-N3-D2-P-M1-G2-R1-S,False,1,Chitramani,11.0
Jnānachintāmani,Jnānachintāmani,S R1 M1 D2 N3 S,S N3 D2 P M1 R1 S,0.0,Kokilapriyā,S-R1-M1-D2-N3-S,S-N3-D2-P-M1-R1-S,False,1,Jnānachintāmani,11.0
Kowmāri,Kowmāri,S R1 G2 M1 P D2 S,S N3 D2 P M1 G2 R1 S,0.0,Kokilapriyā,S-R1-G2-M1-P-D2-S,S-N3-D2-P-M1-G2-R1-S,False,1,Kowmāri,11.0
Shuddha Lalitha,Shuddha Lalitha,S P M1 D2 N3 S,S N3 S D2 P M1 G2 R1 S,0.0,Kokilapriyā,S-P-M1-D2-N3-S,S-N3-S-D2-P-M1-G2-R1-S,False,1,Shuddha Lalitha,11.0
Vardhani,Vardhani,S G2 M1 P M1 P D2 N3 S,S N3 D2 P M1 G2 R1 S,0.0,Kokilapriyā,S-G2-M1-P-M1-P-D2-N3-S,S-N3-D2-P-M1-G2-R1-S,False,1,Vardhani,11.0
Vasantamalli,Vasantamalli,S G2 M1 P N3 S,S D2 P M1 G2 S,0.0,Kokilapriyā,S-G2-M1-P-N3-S,S-D2-P-M1-G2-S,False,1,Vasantamalli,11.0
Vasantanārāyani,Vasantanārāyani,S R1 G2 M1 P S,S N3 D2 P M1 G2 R1 S,0.0,Kokilapriyā,S-R1-G2-M1-P-S,S-N3-D2-P-M1-G2-R1-S,False,1,Vasantanārāyani,11.0
12 Rūpavati,Rūpavati,S R1 G2 M1 P D3 N3 S,S N3 D3 P M1 G2 R1 S,1.0,Rūpavati,S-R1-G2-M1-P-D3-N3-S,S-N3-D3-P-M1-G2-R1-S,True,1,Rūpavati,12.0
Rowpyanaka,Rowpyanaka,S M1 P D3 N3 S,S N3 P M1 G2 R1 S,0.0,Rūpavati,S-M1-P-D3-N3-S,S-N3-P-M1-G2-R1-S,False,1,Rowpyanaka,12.0
Shyāmakalyāni,Shyāmakalyāni,S M1 G2 M1 P D3 N3 S,S N3 P D3 N3 P M1 G2 R1 S,0.0,Rūpavati,S-M1-G2-M1-P-D3-N3-S,S-N3-P-D3-N3-P-M1-G2-R1-S,False,1,Shyāmakalyāni,12.0
13 Gāyakapriyā,Gāyakapriyā,S R1 G3 M1 P D1 N1 S,S N1 D1 P M1 G3 R1 S,1.0,Gāyakapriyā,S-R1-G3-M1-P-D1-N1-S,S-N1-D1-P-M1-G3-R1-S,True,1,Gāyakapriyā,13.0
Geya Hejjajji,Geya Hejjajji,S R1 M1 G3 M1 P D1 S,S N3 D1 P M1 G3 R1 S,0.0,Gāyakapriyā,S-R1-M1-G3-M1-P-D1-S,S-N3-D1-P-M1-G3-R1-S,False,1,Geya Hejjajji,13.0
Hejjajji,Hejjajji,S R1 G3 M1 P D1 S,S N1 D1 P M1 G3 R1 S,0.0,Gāyakapriyā,S-R1-G3-M1-P-D1-S,S-N1-D1-P-M1-G3-R1-S,False,1,Hejjajji,13.0
Kalākānti,Kalākānti,S R1 G3 M1 D1 N1 S,S N1 D1 P G3 R1 S,0.0,Gāyakapriyā,S-R1-G3-M1-D1-N1-S,S-N1-D1-P-G3-R1-S,False,1,Kalākānti,13.0
Kalkada,Kalkada,S R1 G3 P D1 N1 S,S N1 D1 P G3 R1 S,0.0,Gāyakapriyā,S-R1-G3-P-D1-N1-S,S-N1-D1-P-G3-R1-S,True,1,Kalkada,13.0
Kalpanadhārini,Kalpanadhārini,S G3 M1 P D1 S,S N1 D1 P M1 G3 R1 S,0.0,Gāyakapriyā,S-G3-M1-P-D1-S,S-N1-D1-P-M1-G3-R1-S,False,1,Kalpanadhārini,13.0
14 Vakuḷābharaṇam,Vakuḷābharaṇam,S R1 G3 M1 P D1 N2 S,S N2 D1 P M1 G3 R1 S,1.0,Vakuḷābharaṇam,S-R1-G3-M1-P-D1-N2-S,S-N2-D1-P-M1-G3-R1-S,True,1,Vakuḷābharaṇam,14.0
Vātee Vasantabhairavi,Vātee Vasantabhairavi,S R1 G3 M1 D1 N2 S,S N2 D1 M1 G3 R1 S,0.0,Vakuḷābharaṇam,S-R1-G3-M1-D1-N2-S,S-N2-D1-M1-G3-R1-S,True,1,Vātee Vasantabhairavi,14.0
Amudhasurabhi,Amudhasurabhi,S M1 G3 M1 P D1 S,S N2 D1 P M1 R1 S,0.0,Vakuḷābharaṇam,S-M1-G3-M1-P-D1-S,S-N2-D1-P-M1-R1-S,False,1,Amudhasurabhi,14.0
Devipriya,Devipriya,S G3 P N2 S,S N2 D1 P M1 G3 R1 S,0.0,Vakuḷābharaṇam,S-G3-P-N2-S,S-N2-D1-P-M1-G3-R1-S,False,1,Devipriya,14.0
Kalindaja,Kalindaja,S R1 G3 M1 P N2 S,S N2 P M1 G3 R1 S,0.0,Vakuḷābharaṇam,S-R1-G3-M1-P-N2-S,S-N2-P-M1-G3-R1-S,True,1,Kalindaja,14.0
Kuvalayabharanam,Kuvalayabharanam,S R1 G3 M1 D1 N1 S,S N1 D1 M1 G3 R1 S,0.0,Vakuḷābharaṇam,S-R1-G3-M1-D1-N1-S,S-N1-D1-M1-G3-R1-S,True,1,Kuvalayabharanam,14.0
Mukthipradayini (Raga created by Mahesh Mahadev)[4],Mukthipradayini (Raga created by Mahesh Mahadev)[4],S R1 G3 P N2 S,S N2 P D1 P G3 R1 S,0.0,Vakuḷābharaṇam,S-R1-G3-P-N2-S,S-N2-P-D1-P-G3-R1-S,False,1,Mukthipradayini (Raga created by Mahesh Mahadev)[4],14.0
Sallapa,Sallapa,S G3 M1 D1 N2 S,S N2 D1 M1 G3 S,0.0,Vakuḷābharaṇam,S-G3-M1-D1-N2-S,S-N2-D1-M1-G3-S,True,1,Sallapa,14.0
Soma,Soma,S R1 P M1 D1 N2 S,S N2 D1 M1 P M1 G3 R1 S,0.0,Vakuḷābharaṇam,S-R1-P-M1-D1-N2-S,S-N2-D1-M1-P-M1-G3-R1-S,False,1,Soma,14.0
Shuddha Kāmbhoji,Shuddha Kāmbhoji,S G3 R1 M1 P N2 S,S N2 P M1 G3 R1 S,0.0,Vakuḷābharaṇam,S-G3-R1-M1-P-N2-S,S-N2-P-M1-G3-R1-S,False,1,Shuddha Kāmbhoji,14.0
Vasantabhairavi,Vasantabhairavi,S R1 G3 M1 D1 N2 S,S N2 D1 M1 P M1 G3 R1 S,0.0,Vakuḷābharaṇam,S-R1-G3-M1-D1-N2-S,S-N2-D1-M1-P-M1-G3-R1-S,False,1,Vasantabhairavi,14.0
Vasanta Mukhāri,Vasanta Mukhāri,S M1 G3 M1 P D1 N2 S,S N2 D1 P M1 G3 R1 S,0.0,Vakuḷābharaṇam,S-M1-G3-M1-P-D1-N2-S,S-N2-D1-P-M1-G3-R1-S,False,1,Vasanta Mukhāri,14.0
Vijayollāsini,Vijayollāsini,S R1 G3 M1 P M1 D1 N2 S,S N2 D1 P M1 G3 R1 S,0.0,Vakuḷābharaṇam,S-R1-G3-M1-P-M1-D1-N2-S,S-N2-D1-P-M1-G3-R1-S,False,1,Vijayollāsini,14.0
15 Māyāmāḻavagouḻai,Māyāmāḻavagouḻai,S R1 G3 M1 P D1 N3 S,S N3 D1 P M1 G3 R1 S,1.0,Māyāmāḻavagouḻai,S-R1-G3-M1-P-D1-N3-S,S-N3-D1-P-M1-G3-R1-S,True,1,Māyāmāḻavagouḻai,15.0
Ardhradesi,Ardhradesi,S R1 G3 M1 P D1 N3 S,S D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-P-D1-N3-S,S-D1-P-M1-G3-R1-S,False,1,Ardhradesi,15.0
Bhāvini,Bhāvini,S G3 M1 P D1 N3 S,S N3 D1 P M1 G3 S,0.0,Māyāmāḻavagouḻai,S-G3-M1-P-D1-N3-S,S-N3-D1-P-M1-G3-S,True,1,Bhāvini,15.0
Bowli,Bowli,S R1 G3 P D1 S,S N3 D1 P G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-P-D1-S,S-N3-D1-P-G3-R1-S,False,1,Bowli,15.0
Bowli Rāmakriya,Bowli Rāmakriya,S R1 G3 P D1 S,S N3 P D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-P-D1-S,S-N3-P-D1-P-M1-G3-R1-S,False,1,Bowli Rāmakriya,15.0
Chāruvardhani,Chāruvardhani,S R1 M1 P D1 N3 S,S D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-D1-N3-S,S-D1-P-M1-G3-R1-S,False,1,Chāruvardhani,15.0
Chāyagowla,Chāyagowla,S R1 M1 G3 M1 P N3 S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-G3-M1-P-N3-S,S-N3-D1-P-M1-G3-R1-S,False,1,Chāyagowla,15.0
